id;id_wasp;id_secret;frame_type;frame_number;sensor;value;timestamp;sync;raw;parser_type;MeshliumID
317525;WeatherStation;49387063D9374225;134;25;PLV3;0.00;"2018-07-13 00:04:34";128;noraw;1;meshliuma460
330938;WeatherStation;49387063D9374225;134;35;PLV3;0.00;"2018-07-14 00:01:35";128;noraw;1;meshliuma460
344862;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-15 00:03:24";128;noraw;1;meshliuma460
358627;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-07-16 00:02:27";128;noraw;1;meshliuma460
371792;WeatherStation;49387063D9374225;134;85;PLV3;20.68;"2018-07-17 00:03:38";128;noraw;1;meshliuma460
384315;WeatherStation;49387063D9374225;134;21;PLV3;2.24;"2018-07-18 00:03:26";128;noraw;1;meshliuma460
397601;WeatherStation;49387063D9374225;134;17;PLV3;0.00;"2018-07-19 00:04:40";128;noraw;1;meshliuma460
411528;WeatherStation;49387063D9374225;134;49;PLV3;0.00;"2018-07-20 00:03:25";128;noraw;1;meshliuma460
425265;WeatherStation;49387063D9374225;134;52;PLV3;0.00;"2018-07-21 00:02:55";128;noraw;1;meshliuma460
439199;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-22 00:03:20";128;noraw;1;meshliuma460
453154;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-23 00:04:16";128;noraw;1;meshliuma460
466856;WeatherStation;49387063D9374225;134;54;PLV3;7.26;"2018-07-24 00:04:53";128;noraw;1;meshliuma460
480769;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-07-25 00:03:44";128;noraw;1;meshliuma460
494677;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-26 00:04:10";128;noraw;1;meshliuma460
508374;WeatherStation;49387063D9374225;134;89;PLV3;8.38;"2018-07-27 00:03:50";128;noraw;1;meshliuma460
522191;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-28 00:04:53";128;noraw;1;meshliuma460
536067;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-29 00:05:07";128;noraw;1;meshliuma460
549857;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-07-30 00:04:55";128;noraw;1;meshliuma460
563716;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-07-31 00:01:35";128;noraw;1;meshliuma460
577672;WeatherStation;49387063D9374225;134;61;PLV3;0.00;"2018-08-01 00:04:20";128;noraw;1;meshliuma460
591430;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-08-02 00:01:57";128;noraw;1;meshliuma460
605273;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-03 00:02:51";128;noraw;1;meshliuma460
619227;WeatherStation;49387063D9374225;134;64;PLV3;0.56;"2018-08-04 00:05:05";128;noraw;1;meshliuma460
632934;WeatherStation;49387063D9374225;134;56;PLV3;3.35;"2018-08-05 00:02:38";128;noraw;1;meshliuma460
646851;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-06 00:02:58";128;noraw;1;meshliuma460
660635;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-07 00:03:39";128;noraw;1;meshliuma460
674539;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-08 00:04:35";128;noraw;1;meshliuma460
688432;WeatherStation;49387063D9374225;134;48;PLV3;0.56;"2018-08-09 00:02:37";128;noraw;1;meshliuma460
701833;WeatherStation;49387063D9374225;134;59;PLV3;0.00;"2018-08-10 00:03:37";128;noraw;1;meshliuma460
715355;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-08-11 00:03:19";128;noraw;1;meshliuma460
729288;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-12 00:04:19";128;noraw;1;meshliuma460
743089;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-13 00:04:02";128;noraw;1;meshliuma460
757066;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-08-14 00:04:10";128;noraw;1;meshliuma460
770908;WeatherStation;49387063D9374225;134;63;PLV3;2.51;"2018-08-15 00:05:41";128;noraw;1;meshliuma460
920015;WeatherStation;49387063D9374225;134;88;PLV3;0.00;"2018-08-28 16:56:48";128;noraw;1;meshliuma460
933826;WeatherStation;49387063D9374225;134;54;PLV3;0.00;"2018-08-29 16:57:50";128;noraw;1;meshliuma460
947624;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-08-30 16:58:02";128;noraw;1;meshliuma460
961530;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-08-31 16:57:06";128;noraw;1;meshliuma460
974651;WeatherStation;49387063D9374225;134;153;PLV3;31.57;"2018-09-01 16:56:28";128;noraw;1;meshliuma460
988611;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-09-02 16:56:30";128;noraw;1;meshliuma460
1002342;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-09-03 16:54:32";128;noraw;1;meshliuma460
1016339;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-09-04 16:57:05";128;noraw;1;meshliuma460
1021279;WeatherStation;49387063D9374225;134;39;PLV3;0.00;"2018-09-05 16:56:04";128;noraw;1;meshliuma460
1035251;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-09-06 16:56:36";128;noraw;1;meshliuma460
1048618;WeatherStation;49387063D9374225;134;44;PLV3;2.51;"2018-09-07 16:58:26";128;noraw;1;meshliuma460
1062533;WeatherStation;49387063D9374225;134;58;PLV3;0.00;"2018-09-08 16:57:16";128;noraw;1;meshliuma460
1076375;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-09-09 16:57:41";128;noraw;1;meshliuma460
1090228;WeatherStation;49387063D9374225;134;51;PLV3;0.00;"2018-09-10 16:55:24";128;noraw;1;meshliuma460
1104030;WeatherStation;49387063D9374225;134;54;PLV3;0.00;"2018-09-11 16:58:11";128;noraw;1;meshliuma460
1117716;WeatherStation;49387063D9374225;134;45;PLV3;0.00;"2018-09-12 16:56:10";128;noraw;1;meshliuma460
1131403;WeatherStation;49387063D9374225;134;39;PLV3;0.28;"2018-09-13 16:57:25";128;noraw;1;meshliuma460
1145058;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-09-14 16:58:03";128;noraw;1;meshliuma460
1158824;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-09-15 16:55:57";128;noraw;1;meshliuma460
1172806;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-09-16 16:56:36";128;noraw;1;meshliuma460
1186564;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-09-17 16:58:47";128;noraw;1;meshliuma460
1200361;WeatherStation;49387063D9374225;134;51;PLV3;1.12;"2018-09-18 16:58:15";128;noraw;1;meshliuma460
1214001;WeatherStation;49387063D9374225;134;64;PLV3;4.19;"2018-09-19 16:57:44";128;noraw;1;meshliuma460
1252150;WeatherStation;49387063D9374225;134;43;PLV3;1.12;"2018-09-22 16:58:54";128;noraw;1;meshliuma460
1265866;WeatherStation;49387063D9374225;134;52;PLV3;0.00;"2018-09-23 16:56:00";128;noraw;1;meshliuma460
1307090;WeatherStation;49387063D9374225;134;208;PLV3;0.00;"2018-09-27 00:03:08";128;noraw;1;meshliuma460
1317327;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-09-27 23:59:14";128;noraw;1;meshliuma460
1328018;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-09-29 00:00:28";128;noraw;1;meshliuma460
1339307;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-09-30 00:00:32";128;noraw;1;meshliuma460
1350972;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-01 00:00:29";128;noraw;1;meshliuma460
1362701;WeatherStation;49387063D9374225;134;102;PLV3;10.34;"2018-10-02 00:04:15";128;noraw;1;meshliuma460
1374378;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-10-03 00:00:13";128;noraw;1;meshliuma460
1385964;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-04 00:00:37";128;noraw;1;meshliuma460
1397622;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-05 00:00:41";128;noraw;1;meshliuma460
1409339;WeatherStation;49387063D9374225;134;98;PLV3;10.90;"2018-10-06 00:03:41";128;noraw;1;meshliuma460
1421105;WeatherStation;49387063D9374225;134;110;PLV3;16.76;"2018-10-07 00:04:39";128;noraw;1;meshliuma460
1432744;WeatherStation;49387063D9374225;134;79;PLV3;3.91;"2018-10-08 00:04:18";128;noraw;1;meshliuma460
1443585;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-10-09 00:00:43";128;noraw;1;meshliuma460
1452857;WeatherStation;49387063D9374225;134;51;PLV3;2.51;"2018-10-10 00:02:01";128;noraw;1;meshliuma460
1462999;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-11 00:02:32";128;noraw;1;meshliuma460
1474716;WeatherStation;49387063D9374225;134;64;PLV3;0.28;"2018-10-12 00:04:26";128;noraw;1;meshliuma460
1486325;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-10-13 00:01:11";128;noraw;1;meshliuma460
1498009;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-14 00:00:56";128;noraw;1;meshliuma460
1509693;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-15 00:00:55";128;noraw;1;meshliuma460
1521381;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-16 00:01:08";128;noraw;1;meshliuma460
1532937;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-17 00:01:12";128;noraw;1;meshliuma460
1544609;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-18 00:01:08";128;noraw;1;meshliuma460
1556290;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-19 00:01:14";128;noraw;1;meshliuma460
1567905;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-20 00:01:24";128;noraw;1;meshliuma460
1579566;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-21 00:01:08";128;noraw;1;meshliuma460
1591385;WeatherStation;49387063D9374225;134;137;PLV3;17.32;"2018-10-22 00:04:20";128;noraw;1;meshliuma460
1603050;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-10-23 00:03:42";128;noraw;1;meshliuma460
1614753;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-24 00:04:01";128;noraw;1;meshliuma460
1626374;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-25 00:04:56";128;noraw;1;meshliuma460
1638055;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-10-26 00:05:15";128;noraw;1;meshliuma460
1649580;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-10-27 00:01:28";128;noraw;1;meshliuma460
1661240;WeatherStation;49387063D9374225;134;74;PLV3;3.07;"2018-10-28 00:01:49";128;noraw;1;meshliuma460
1672405;WeatherStation;49387063D9374225;134;76;PLV3;8.10;"2018-10-28 23:02:15";128;noraw;1;meshliuma460
1682315;WeatherStation;49387063D9374225;134;105;PLV3;12.29;"2018-10-29 23:01:27";128;noraw;1;meshliuma460
1691223;WeatherStation;49387063D9374225;134;90;PLV3;8.66;"2018-10-30 23:01:23";128;noraw;1;meshliuma460
1700787;WeatherStation;49387063D9374225;134;53;PLV3;0.00;"2018-10-31 23:03:52";128;noraw;1;meshliuma460
1710334;WeatherStation;49387063D9374225;134;127;PLV3;31.29;"2018-11-01 23:02:26";128;noraw;1;meshliuma460
1719020;WeatherStation;49387063D9374225;134;75;PLV3;5.87;"2018-11-02 23:05:02";128;noraw;1;meshliuma460
1728785;WeatherStation;49387063D9374225;134;60;PLV3;0.84;"2018-11-03 23:01:35";128;noraw;1;meshliuma460
1738693;WeatherStation;49387063D9374225;134;117;PLV3;9.22;"2018-11-04 23:02:07";128;noraw;1;meshliuma460
1747442;WeatherStation;49387063D9374225;134;70;PLV3;12.01;"2018-11-05 23:02:38";128;noraw;1;meshliuma460
1756891;WeatherStation;49387063D9374225;134;33;PLV3;0.00;"2018-11-06 23:02:27";128;noraw;1;meshliuma460
1766688;WeatherStation;49387063D9374225;134;51;PLV3;2.51;"2018-11-07 23:03:31";128;noraw;1;meshliuma460
1776336;WeatherStation;49387063D9374225;134;49;PLV3;0.00;"2018-11-08 23:05:43";128;noraw;1;meshliuma460
1786320;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-11-09 23:05:25";128;noraw;1;meshliuma460
1796320;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-11-10 23:05:34";128;noraw;1;meshliuma460
1806277;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-11-11 23:05:45";128;noraw;1;meshliuma460
1815816;WeatherStation;49387063D9374225;134;55;PLV3;0.00;"2018-11-12 23:03:31";128;noraw;1;meshliuma460
1825743;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-11-13 23:05:23";128;noraw;1;meshliuma460
1834260;WeatherStation;49387063D9374225;134;52;PLV3;0.00;"2018-11-14 23:03:55";128;noraw;1;meshliuma460
1842009;WeatherStation;49387063D9374225;134;45;PLV3;0.00;"2018-11-15 23:02:34";128;noraw;1;meshliuma460
1849957;WeatherStation;49387063D9374225;134;52;PLV3;0.00;"2018-11-16 23:03:54";128;noraw;1;meshliuma460
1857896;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-11-17 23:04:19";128;noraw;1;meshliuma460
1865836;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-11-18 23:05:22";128;noraw;1;meshliuma460
1873062;WeatherStation;49387063D9374225;134;23;PLV3;2.79;"2018-11-19 23:03:02";128;noraw;1;meshliuma460
1954017;WeatherStation;49387063D9374225;134;112;PLV3;0.00;"2018-12-12 15:06:57";128;noraw;1;meshliuma460
1970572;WeatherStation;49387063D9374225;134;44;PLV3;0.28;"2018-12-15 15:06:18";128;noraw;1;meshliuma460
1976237;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-12-16 15:07:01";128;noraw;1;meshliuma460
1987043;WeatherStation;49387063D9374225;134;25;PLV3;0.00;"2018-12-18 15:09:41";128;noraw;1;meshliuma460
1992368;WeatherStation;49387063D9374225;134;26;PLV3;0.00;"2018-12-19 15:08:17";128;noraw;1;meshliuma460
1997841;WeatherStation;49387063D9374225;134;31;PLV3;0.56;"2018-12-20 15:06:14";128;noraw;1;meshliuma460
2003492;WeatherStation;49387063D9374225;134;48;PLV3;0.00;"2018-12-21 15:06:56";128;noraw;1;meshliuma460
2009188;WeatherStation;49387063D9374225;134;61;PLV3;0.28;"2018-12-22 15:09:27";128;noraw;1;meshliuma460
2014870;WeatherStation;49387063D9374225;134;60;PLV3;0.28;"2018-12-23 15:06:56";128;noraw;1;meshliuma460
2020553;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-12-24 15:07:36";128;noraw;1;meshliuma460
2026254;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-12-25 15:08:04";128;noraw;1;meshliuma460
2031932;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-12-26 15:07:58";128;noraw;1;meshliuma460
2037615;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-12-27 15:06:24";128;noraw;1;meshliuma460
2043299;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2018-12-28 15:07:35";128;noraw;1;meshliuma460
2048959;WeatherStation;49387063D9374225;134;55;PLV3;0.00;"2018-12-29 15:07:57";128;noraw;1;meshliuma460
2054642;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2018-12-30 15:09:03";128;noraw;1;meshliuma460
2060331;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2018-12-31 15:05:59";128;noraw;1;meshliuma460
2066012;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-01-01 15:08:06";128;noraw;1;meshliuma460
2071709;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-01-02 15:09:35";128;noraw;1;meshliuma460
2077389;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-01-03 15:07:48";128;noraw;1;meshliuma460
2083078;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-01-04 15:05:59";128;noraw;1;meshliuma460
2088771;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-01-05 15:06:12";128;noraw;1;meshliuma460
2094473;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-01-06 15:05:48";128;noraw;1;meshliuma460
2100134;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-01-07 15:09:06";128;noraw;1;meshliuma460
2105770;WeatherStation;49387063D9374225;134;54;PLV3;0.28;"2019-01-08 15:09:09";128;noraw;1;meshliuma460
2111445;WeatherStation;49387063D9374225;134;76;PLV3;6.71;"2019-01-09 15:06:27";128;noraw;1;meshliuma460
2122650;WeatherStation;49387063D9374225;134;49;PLV3;0.00;"2019-01-11 15:08:42";128;noraw;1;meshliuma460
2128339;WeatherStation;49387063D9374225;134;58;PLV3;0.00;"2019-01-12 15:08:42";128;noraw;1;meshliuma460
2134032;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-01-13 15:09:05";128;noraw;1;meshliuma460
2139718;WeatherStation;49387063D9374225;134;60;PLV3;0.28;"2019-01-14 15:06:29";128;noraw;1;meshliuma460
2145415;WeatherStation;49387063D9374225;134;66;PLV3;1.12;"2019-01-15 15:09:09";128;noraw;1;meshliuma460
2151108;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-01-16 15:06:53";128;noraw;1;meshliuma460
2156769;WeatherStation;49387063D9374225;134;56;PLV3;0.28;"2019-01-17 15:07:48";128;noraw;1;meshliuma460
2162303;WeatherStation;49387063D9374225;134;65;PLV3;7.54;"2019-01-18 15:08:38";128;noraw;1;meshliuma460
2167998;WeatherStation;49387063D9374225;134;61;PLV3;0.28;"2019-01-19 15:08:26";128;noraw;1;meshliuma460
2173732;WeatherStation;49387063D9374225;134;76;PLV3;2.79;"2019-01-20 15:06:32";128;noraw;1;meshliuma460
2179044;WeatherStation;49387063D9374225;134;66;PLV3;4.75;"2019-01-21 15:09:38";128;noraw;1;meshliuma460
2184226;WeatherStation;49387063D9374225;134;54;PLV3;12.85;"2019-01-22 15:08:21";128;noraw;1;meshliuma460
2195235;WeatherStation;49387063D9374225;134;45;PLV3;5.59;"2019-01-24 15:05:47";128;noraw;1;meshliuma460
2201045;WeatherStation;49387063D9374225;134;46;PLV3;0.00;"2019-01-25 15:09:23";128;noraw;1;meshliuma460
2208451;WeatherStation;49387063D9374225;134;53;PLV3;0.00;"2019-01-26 15:08:53";128;noraw;1;meshliuma460
2215980;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-01-27 15:05:23";128;noraw;1;meshliuma460
2223547;WeatherStation;49387063D9374225;134;72;PLV3;4.47;"2019-01-28 15:08:01";128;noraw;1;meshliuma460
2230828;WeatherStation;49387063D9374225;134;40;PLV3;1.68;"2019-01-29 15:09:12";128;noraw;1;meshliuma460
2252808;WeatherStation;49387063D9374225;134;47;PLV3;1.40;"2019-02-01 15:05:42";128;noraw;1;meshliuma460
2260236;WeatherStation;49387063D9374225;134;115;PLV3;15.09;"2019-02-02 15:09:16";128;noraw;1;meshliuma460
2267454;WeatherStation;49387063D9374225;134;105;PLV3;9.22;"2019-02-03 15:08:52";128;noraw;1;meshliuma460
2274986;WeatherStation;49387063D9374225;134;48;PLV3;0.00;"2019-02-04 15:06:41";128;noraw;1;meshliuma460
2282499;WeatherStation;49387063D9374225;134;44;PLV3;0.00;"2019-02-05 15:10:53";128;noraw;1;meshliuma460
2290781;WeatherStation;49387063D9374225;134;53;PLV3;0.00;"2019-02-06 15:13:33";128;noraw;1;meshliuma460
2298424;WeatherStation;49387063D9374225;134;53;PLV3;0.00;"2019-02-07 15:12:18";128;noraw;1;meshliuma460
2306081;WeatherStation;49387063D9374225;134;49;PLV3;0.00;"2019-02-08 15:11:56";128;noraw;1;meshliuma460
2314545;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-02-09 15:09:33";128;noraw;1;meshliuma460
2322933;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-02-10 15:10:33";128;noraw;1;meshliuma460
2330932;WeatherStation;49387063D9374225;134;51;PLV3;0.28;"2019-02-11 15:13:42";128;noraw;1;meshliuma460
2377858;WeatherStation;49387063D9374225;134;172;PLV3;0.00;"2019-02-20 18:13:28";128;noraw;1;meshliuma460
2388753;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-02-21 18:16:08";128;noraw;1;meshliuma460
2399303;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-02-22 18:13:03";128;noraw;1;meshliuma460
2409702;WeatherStation;49387063D9374225;134;64;PLV3;0.56;"2019-02-23 18:15:40";128;noraw;1;meshliuma460
2420062;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-02-24 18:16:44";128;noraw;1;meshliuma460
2430495;WeatherStation;49387063D9374225;134;52;PLV3;0.00;"2019-02-25 18:14:57";128;noraw;1;meshliuma460
2440116;WeatherStation;49387063D9374225;134;54;PLV3;0.00;"2019-02-26 18:16:04";128;noraw;1;meshliuma460
2449531;WeatherStation;49387063D9374225;134;50;PLV3;0.00;"2019-02-27 18:12:44";128;noraw;1;meshliuma460
2458701;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-02-28 18:12:38";128;noraw;1;meshliuma460
2468043;WeatherStation;49387063D9374225;134;57;PLV3;0.00;"2019-03-01 18:15:20";0;noraw;1;meshliuma460
2477292;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-02 18:15:07";0;noraw;1;meshliuma460
2486699;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-03 18:15:02";0;noraw;1;meshliuma460
2496160;WeatherStation;49387063D9374225;134;54;PLV3;0.00;"2019-03-04 18:13:50";128;noraw;1;meshliuma460
2505524;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-03-05 18:14:57";128;noraw;1;meshliuma460
2514865;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-06 18:16:52";128;noraw;1;meshliuma460
2524199;WeatherStation;49387063D9374225;134;53;PLV3;0.00;"2019-03-07 18:15:02";128;noraw;1;meshliuma460
2533655;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-08 18:16:59";128;noraw;1;meshliuma460
2542950;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-09 18:16:38";128;noraw;1;meshliuma460
2552335;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-10 18:16:45";128;noraw;1;meshliuma460
2561566;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-03-11 18:13:32";0;noraw;1;meshliuma460
2570940;WeatherStation;49387063D9374225;134;76;PLV3;1.40;"2019-03-12 18:16:13";0;noraw;1;meshliuma460
2580111;WeatherStation;49387063D9374225;134;52;PLV3;1.40;"2019-03-13 18:14:09";0;noraw;1;meshliuma460
2589473;WeatherStation;49387063D9374225;134;62;PLV3;0.84;"2019-03-14 18:17:23";0;noraw;1;meshliuma460
2599112;WeatherStation;49387063D9374225;134;53;PLV3;0.00;"2019-03-15 18:16:30";0;noraw;1;meshliuma460
2608958;WeatherStation;49387063D9374225;134;60;PLV3;0.00;"2019-03-16 18:17:06";0;noraw;1;meshliuma460
2618749;WeatherStation;49387063D9374225;134;56;PLV3;0.00;"2019-03-17 18:13:50";0;noraw;1;meshliuma460
